scenario_id,model,reference,backend,device,rk4_dt_s,duration_days,hp_km,ha_km,a_km,e,inc_deg,raan_deg,argp_deg,ta_deg,rms_pos_err_km,final_pos_err_km,max_pos_err_km,p95_pos_err_km,rms_vel_err_ms,final_vel_err_ms,max_vel_err_ms,p95_vel_err_ms,radial_rms_km,along_rms_km,cross_rms_km,radial_max_km,along_max_km,cross_max_km,rms_alt_err_km,final_alt_err_km,max_abs_alt_err_km,min_alt_model_km,min_alt_truth_km,status,failure_reason
10,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,333.6805923580943,333.6805923580943,2071.680592358094,0.0,101.74249916661398,275.39958866976923,228.4985952002127,199.2885842368785,0.00020275595261716518,0.0003456780295586094,0.00040339454866473556,0.00035968286794208924,0.00014705726776241372,0.0002560549678666857,0.00027704002303940745,0.00024596090771608213,2.2420771304375673e-05,0.0002007083343331449,1.7984711980611084e-05,4.4964825289554515e-05,0.0004029184137782269,3.663331249481945e-05,2.2420772461525323e-05,-3.0802135825069854e-05,4.496483643379179e-05,333.24729252820345,333.2472738828759,ok,
11,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,311.8414321490827,311.8414321490827,2049.8414321490827,0.0,5.547210222229093,157.21826012365045,77.25048221503052,147.07031174086902,0.00014556940079899487,0.00011585721829333957,0.0003781652382501934,0.0003241875672864865,0.0001036486330361623,0.00013428745199661835,0.00023360231728335624,0.00020963891176946784,2.701264236267634e-05,0.00014167999571888757,1.9686198583285318e-05,7.17474739048842e-05,0.00037758691895475085,4.0140447154635475e-05,2.7012642312119486e-05,3.530652656991151e-05,7.174748765237382e-05,310.28465939207047,310.28473006987224,ok,
12,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,370.68061465363326,370.68061465363326,2108.6806146536333,0.0,10.494493504031883,101.29820112791876,105.6937527960061,238.28994530168222,0.00010398535674199306,0.00015233802185593405,0.00025818437620284455,0.0001938027354361358,4.891362729569897e-05,5.657594167791774e-05,0.00010833767226411042,9.274810119426926e-05,4.500512132678326e-05,9.341996078863264e-05,7.759149268535922e-06,0.00011119818158740999,0.0002580807410853567,1.6546005026222183e-05,4.500512129173926e-05,6.224829098755436e-05,0.00011119818128690895,368.09893671662405,368.09898449694646,ok,
13,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,311.4064304682557,311.4064304682557,2049.4064304682556,0.0,119.57643725892974,146.2992701184254,293.04733847977246,60.11025116677341,7.553104005447317e-05,0.00010681450511000449,0.00015518671707564016,0.00013539230801652984,5.531204053709273e-05,9.301310416617445e-05,0.00010540391588064346,9.456767862352646e-05,1.1006327111325775e-05,7.27920190382761e-05,1.6885518634622267e-05,2.0113226952248348e-05,0.0001541964433124693,3.156823557023986e-05,1.1006327024412894e-05,-4.609982227066212e-06,2.0113225332352158e-05,309.13519766904926,309.13519244258873,ok,
14,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,204.54241462677209,204.54241462677209,1942.5424146267721,0.0,130.02468310736106,166.27580289049945,58.05784045209664,180.37611903721088,0.0006880595902213749,0.0005245925560064186,0.0013480823662289617,0.0012498438419799494,0.0004453794610676131,0.0001748531360303582,0.0007493436595224521,0.0007154044676501691,0.0002436493235956656,0.0006432229600037672,1.803414902270169e-05,0.0004411862998099596,0.0013478315180889045,3.5874324381340876e-05,0.00024364932286408567,-0.0001910515185272743,0.00044118624390421246,201.06088001088565,201.06050280468747,ok,
15,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,230.46242054263368,230.46242054263368,1968.4624205426337,0.0,80.30812960332553,137.1676413947337,108.54435209323555,226.90173352279984,0.00028140227592843406,0.00029604855908628934,0.000762393117015227,0.000568761114813073,0.00015598286429643774,0.000138462089399823,0.00040148650211689575,0.00032973079550323336,0.0001181668882066499,0.0002545011564975472,2.1283532852198725e-05,0.0002742230371628848,0.0007612762112937635,6.471753652887598e-05,0.00011816688810886421,-0.0001715538369069236,0.0002742230286969516,227.452500730152,227.45272997043725,ok,
16,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,272.36252211067807,272.36252211067807,2010.3625221106781,0.0,21.241062381692757,346.2831592378252,327.0890486547385,251.89456817186985,0.00022817504382973035,0.0004418098398486418,0.0005992903500216617,0.0004912096680880716,0.000159570439346049,0.00031125245618404955,0.00036529896511603316,0.00031528014033083433,5.213482176240814e-05,0.000219484572062579,3.4239357660561624e-05,0.000126398999265952,0.0005967737028055329,6.520231842273707e-05,5.213482243165047e-05,-0.00012152717425806259,0.00012639902786304447,267.3081185306001,267.30803697167056,ok,
17,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,253.17399229190391,253.17399229190391,1991.173992291904,0.0,140.175162713843,258.0804680972384,161.77014077176392,98.00696226425725,0.00037205862703547983,0.00030252327167656836,0.0008322352547106627,0.0007471830313704967,0.00021756393877511043,0.0002576496062275694,0.0004064897586985486,0.00039443191801187994,0.00014328058966594836,0.00034282732553458516,1.9176012184705675e-05,0.00031369168750838253,0.0008307421337614204,5.1669495055487655e-05,0.000143280589560433,-0.0002993201538856738,0.0003136916763821773,251.83849151292745,251.83839893732616,ok,
18,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,219.27819243069985,219.27819243069985,1957.2781924306998,0.0,82.03973217004999,72.85081132628291,110.1443846942349,208.51904481908255,0.0003765845271154801,0.0008349088468969682,0.0010184700876613674,0.0006903709196491599,0.00020063783810857856,0.0004635494312226697,0.000481312068300244,0.00038414832295980404,0.000158128955926765,0.00033673305592690035,5.8497764114810514e-05,0.0004073320149487088,0.0010168749945391584,0.00011007446286832982,0.00015812895410131957,0.0002903010449415433,0.00040733200776799094,217.102574216604,217.102196840137,ok,
19,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,235.35455658784633,235.35455658784633,1973.3545565878462,0.0,136.53351537033782,259.00666414233723,155.55349431903733,225.83118265287956,0.00039160872853031794,0.0003244376373360886,0.0006806828713610991,0.0006543530042473152,0.0003024416429107411,0.0003051287905478456,0.0004857657475206845,0.0004640012088069965,5.419613669076458e-05,0.0003859047042601616,3.8700571814967574e-05,9.832911843390759e-05,0.0006785084344164832,7.097853862122944e-05,5.419613692152379e-05,-6.323157717247341e-05,9.832916177288098e-05,233.88949037422054,233.88958074625373,ok,
20,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,316.81959378254714,316.81959378254714,2054.819593782547,0.0,15.199977805180035,149.69066478141946,14.981102590281292,177.83669492802682,0.00015026102630997306,0.0001716277172453383,0.0003210910930704215,0.0002598438716973506,7.302675739533762e-05,0.00010260508638265241,0.00013392555408415875,0.00012058803637038215,6.548004660688625e-05,0.0001345093769965739,1.4070075482383687e-05,0.00014643586706504624,0.0003210870823989148,3.061128551025576e-05,6.548004660396479e-05,0.00013145225750577083,0.00014643586683860121,314.77314784201235,314.7732942778792,ok,
21,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,265.9722424665571,265.9722424665571,2003.972242466557,0.0,18.612534190059296,211.55204598397634,61.413468673279,333.043242615647,0.0001064351106416349,0.00017182222301300625,0.00025128539643351944,0.00018620675759827235,6.452042461811965e-05,0.00012197281712617,0.0001434837859249429,0.00010558639492475734,3.778098767485868e-05,9.383832167002507e-05,3.309681455611914e-05,8.142731308278828e-05,0.00024860477699912317,6.552975171139908e-05,3.77809875762748e-05,6.750065642791014e-05,8.142730985127855e-05,262.959191580314,262.95927234754527,ok,
22,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,316.212227940079,316.212227940079,2054.212227940079,0.0,106.36478846665501,8.209393570691098,345.08131676692034,173.62923729944407,5.047904077491109e-05,4.174732575180953e-05,0.00011479834495396735,8.871915092824951e-05,3.106271322805577e-05,1.460680340213641e-05,6.901560796841697e-05,5.1369492501275834e-05,1.6942892492430774e-05,4.6509022608833464e-05,9.898624526472748e-06,3.2470382374996066e-05,0.00011479097118199441,2.6664766972053522e-05,1.6942892500497638e-05,-1.5171085522069916e-05,3.247038250719925e-05,314.5997281625827,314.599727378827,ok,
23,GPU_ST_LRPS_RK4,sh200_dop853,torch_st_lrps,cuda:0,10.0,1.0,356.5470454500572,356.5470454500572,2094.5470454500573,0.0,87.59849955086887,176.65451796762753,337.6175237909938,205.82209885538714,0.00015034634902753272,0.0002227502275912061,0.00037483760799658514,0.00031089213548072636,9.656883166922432e-05,0.00015452858002603376,0.00020521845465404798,0.00018122632411441043,3.879218564386739e-05,0.00014449741725547499,1.4821855665792348e-05,9.88383149114452e-05,0.00037483641391309615,3.099581883000912e-05,3.8792185738294276e-05,-9.883830506396407e-05,9.883830506396407e-05,354.36611766210524,354.3660247844032,ok,
